Market Name,Market ID,User ID,First Name,Last Name,Username,Email,Question Title,Question ID,Outcome Title,Outcome ID,Order ID,Order Receipt ID,Order Quantity,Order Type,Order Cost,Placed Successfully,Date
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,No,10464,617334,617038,11.25578802,buy,500,TRUE,2014-10-21 14:00:07 UTC
Replicator Market - Oct 14,213,121269,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Halevy et al., ““In?Group Love” and “Out?Group Hate” as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm”, Psychological Science",3477,Yes,10481,617335,617039,14.68582886,buy,1000,TRUE,2014-10-21 14:00:09 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 21, Bassok et al., “Priming Addition Facts With Semantic Relations”, JEPLMC",3488,Yes,10503,617336,617040,9.761859768,buy,500,TRUE,2014-10-21 14:00:35 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 2, Nurmsoo and Bloom, “Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?”, Psychological Science",3469,No,10466,617337,617041,10.73525147,buy,500,TRUE,2014-10-21 14:01:04 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Wolf et al., “Interindividual-intergroup discontinuity in the domain of correspondent outcomes: the roles of relativistic concern, perceived categorization, and the doctrine of mutual assured destruction”, JPSP",3470,Yes,10467,617338,617042,16.51309925,buy,800,TRUE,2014-10-21 14:01:22 UTC
Replicator Market - Oct 14,213,121269,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,Yes,10497,617339,617043,9.761859768,buy,500,TRUE,2014-10-21 14:01:26 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,No,10470,617340,617044,14.68582886,buy,1000,TRUE,2014-10-21 14:01:35 UTC
Replicator Market - Oct 14,213,121269,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,Yes,10493,617342,617046,9.761859768,buy,500,TRUE,2014-10-21 14:01:40 UTC
Replicator Market - Oct 14,213,121269,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Schmidt and Besner, “The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency”, JEPLMC",3480,Yes,10487,617343,617047,19.09028289,buy,999.9999999,TRUE,2014-10-21 14:01:54 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,No,10472,617344,617048,12.68476901,buy,700,TRUE,2014-10-21 14:02:05 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Stinson et al., “The cost of lower self-esteem: Testing a self-and social-bonds model of health”, JPSP",3475,Yes,10477,617346,617050,3.960783057,buy,200,TRUE,2014-10-21 14:02:17 UTC
Replicator Market - Oct 14,213,122907,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,No,10472,617347,617051,32.94078294,buy,2000,TRUE,2014-10-21 14:02:18 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Yap et al., “On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses”, JEPLMC",3478,No,10484,617348,617052,5.912615182,buy,300,TRUE,2014-10-21 14:02:33 UTC
Replicator Market - Oct 14,213,121273,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Stanovich and West, “On the relative independence of thinking biases and cognitive ability”, JPSP",3473,Yes,10473,617350,617054,8.324384726,buy,500,TRUE,2014-10-21 14:02:55 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 14, Dodson et al., “Stereotypes and retrieval-provoked illusory source recollections”, JEPLMC",3481,Yes,10489,617351,617055,1.990098929,buy,100,TRUE,2014-10-21 14:02:58 UTC
Replicator Market - Oct 14,213,121273,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Stanovich and West, “On the relative independence of thinking biases and cognitive ability”, JPSP",3473,Yes,10473,617353,617057,45.29692481,buy,3000,TRUE,2014-10-21 14:03:11 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,Yes,10485,617354,617058,9.761859768,buy,500,TRUE,2014-10-21 14:03:23 UTC
Replicator Market - Oct 14,213,121273,[omitted],[omitted],[omitted],[omitted],"Hypothesis 14, Dodson et al., “Stereotypes and retrieval-provoked illusory source recollections”, JEPLMC",3481,No,10490,617356,617060,19.26478951,buy,1000,TRUE,2014-10-21 14:03:48 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Stanovich and West, “On the relative independence of thinking biases and cognitive ability”, JPSP",3473,Yes,10473,617358,617062,6.958019332,buy,500,TRUE,2014-10-21 14:03:52 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Lemay and Clark, “Walking on eggshells: How expressing relationship insecurities perpetuates them”, JPSP",3474,No,10476,617359,617063,4.368368829,buy,200,TRUE,2014-10-21 14:04:12 UTC
Replicator Market - Oct 14,213,121273,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Wolf et al., “Interindividual-intergroup discontinuity in the domain of correspondent outcomes: the roles of relativistic concern, perceived categorization, and the doctrine of mutual assured destruction”, JPSP",3470,Yes,10467,617360,617064,52.63039552,buy,3000,TRUE,2014-10-21 14:04:15 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 21, Bassok et al., “Priming Addition Facts With Semantic Relations”, JEPLMC",3488,Yes,10503,617362,617066,18.27884399,buy,1000,TRUE,2014-10-21 14:04:32 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Halevy et al., ““In?Group Love” and “Out?Group Hate” as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm”, Psychological Science",3477,No,10482,617363,617067,6.448798048,buy,200,TRUE,2014-10-21 14:04:35 UTC
Replicator Market - Oct 14,213,122907,[omitted],[omitted],[omitted],[omitted],"Hypothesis 14, Dodson et al., “Stereotypes and retrieval-provoked illusory source recollections”, JEPLMC",3481,No,10490,617364,617068,34.19430201,buy,2000,TRUE,2014-10-21 14:04:40 UTC
Replicator Market - Oct 14,213,121273,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,617365,617069,19.09028289,buy,1000,TRUE,2014-10-21 14:04:47 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,617366,617070,17.73852004,buy,1000,TRUE,2014-10-21 14:04:55 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Schmidt and Besner, “The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency”, JEPLMC",3480,No,10488,617367,617071,4.368368829,buy,200,TRUE,2014-10-21 14:04:57 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 2, Nurmsoo and Bloom, “Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?”, Psychological Science",3469,Yes,10465,617369,617073,18.39134895,buy,1000,TRUE,2014-10-21 14:05:07 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, McCrea, “Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation”, JPSP",3476,Yes,10479,617370,617074,19.09028289,buy,1000,TRUE,2014-10-21 14:05:18 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Fiedler, “The ultimate sampling dilemma in experience-based decision making”, JEPLMC",3482,Yes,10491,617371,617075,5.912615182,buy,300,TRUE,2014-10-21 14:05:19 UTC
Replicator Market - Oct 14,213,121273,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Stinson et al., “The cost of lower self-esteem: Testing a self-and social-bonds model of health”, JPSP",3475,Yes,10477,617372,617076,27.56478487,buy,1500,TRUE,2014-10-21 14:05:26 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Fiedler, “The ultimate sampling dilemma in experience-based decision making”, JEPLMC",3482,Yes,10491,617373,617077,67.06012623,buy,4000,TRUE,2014-10-21 14:05:28 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,Yes,10493,617375,617079,5.645276645,buy,300,TRUE,2014-10-21 14:05:38 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,No,10500,617376,617080,20.90151581,buy,1000,TRUE,2014-10-21 14:05:43 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Tamir et al., “Hedonic and instrumental motives in anger regulation”, Psychological Science",3484,No,10496,617377,617081,19.58455203,buy,700,TRUE,2014-10-21 14:05:54 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Purdie-Vaughns et al., “Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions”, JPSP",3487,Yes,10501,617378,617082,17.56866645,buy,1000,TRUE,2014-10-21 14:05:59 UTC
Replicator Market - Oct 14,213,121273,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,617381,617085,19.09028289,sell,900.4141561,TRUE,2014-10-21 14:06:09 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,Yes,10493,617382,617086,17.84177549,buy,1000,TRUE,2014-10-21 14:06:11 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Stanovich and West, “On the relative independence of thinking biases and cognitive ability”, JPSP",3473,Yes,10473,617383,617087,6.827606786,buy,500,TRUE,2014-10-21 14:06:19 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Yap et al., “On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses”, JEPLMC",3478,Yes,10483,617384,617088,19.61814784,buy,1000,TRUE,2014-10-21 14:06:27 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Tamir et al., “Hedonic and instrumental motives in anger regulation”, Psychological Science",3484,No,10496,617385,617089,13.73184229,sell,500,TRUE,2014-10-21 14:06:30 UTC
Replicator Market - Oct 14,213,122907,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Yap et al., “On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses”, JEPLMC",3478,No,10484,617386,617090,20.35859915,buy,1000,TRUE,2014-10-21 14:06:35 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,Yes,10485,617387,617091,18.27884399,buy,1000,TRUE,2014-10-21 14:06:41 UTC
Replicator Market - Oct 14,213,121260,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,Yes,10469,617389,617093,29.77277399,buy,999.9999999,TRUE,2014-10-21 14:07:00 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,Yes,10497,617390,617094,3.780032963,buy,200,TRUE,2014-10-21 14:07:02 UTC
Replicator Market - Oct 14,213,122909,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,Yes,10497,617391,617095,9.171162786,buy,500,TRUE,2014-10-21 14:07:03 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,617393,617097,10.83707548,buy,500,TRUE,2014-10-21 14:07:17 UTC
Replicator Market - Oct 14,213,122909,[omitted],[omitted],[omitted],[omitted],"Hypothesis 14, Dodson et al., “Stereotypes and retrieval-provoked illusory source recollections”, JEPLMC",3481,No,10490,617394,617098,3.964909344,buy,250,TRUE,2014-10-21 14:07:21 UTC
Replicator Market - Oct 14,213,122907,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Fiedler, “The ultimate sampling dilemma in experience-based decision making”, JEPLMC",3482,No,10492,617395,617099,51.92140095,buy,2000,TRUE,2014-10-21 14:07:27 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,Yes,10493,617396,617100,39.72382951,buy,2500,TRUE,2014-10-21 14:07:27 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Purdie-Vaughns et al., “Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions”, JPSP",3487,Yes,10501,617397,617101,11.57927669,buy,700,TRUE,2014-10-21 14:07:30 UTC
Replicator Market - Oct 14,213,122909,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Schmidt and Besner, “The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency”, JEPLMC",3480,Yes,10487,617398,617102,9.123226417,buy,500,TRUE,2014-10-21 14:07:35 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,No,10470,617400,617104,18.41843259,buy,1200,TRUE,2014-10-21 14:07:48 UTC
Replicator Market - Oct 14,213,121278,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,617401,617105,20.0061341,buy,1000,TRUE,2014-10-21 14:07:52 UTC
Replicator Market - Oct 14,213,122909,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,617402,617106,3.392303949,buy,200,TRUE,2014-10-21 14:08:01 UTC
Replicator Market - Oct 14,213,121278,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,617403,617107,16.3099557,buy,1000,TRUE,2014-10-21 14:08:16 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, McCrea, “Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation”, JPSP",3476,No,10480,617404,617108,4.368368829,buy,200,TRUE,2014-10-21 14:08:18 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Lau et al., “Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals”, Psychological Science",3472,No,10472,617405,617109,6.126944864,buy,399.9999999,TRUE,2014-10-21 14:08:23 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,No,10470,617406,617110,7.350233634,buy,500,TRUE,2014-10-21 14:08:29 UTC
Replicator Market - Oct 14,213,122909,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Stinson et al., “The cost of lower self-esteem: Testing a self-and social-bonds model of health”, JPSP",3475,Yes,10477,617407,617111,4.285361659,buy,250,TRUE,2014-10-21 14:08:32 UTC
Replicator Market - Oct 14,213,121282,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,617408,617112,37.09893175,buy,2500,TRUE,2014-10-21 14:08:35 UTC
Replicator Market - Oct 14,213,121278,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Fiedler, “The ultimate sampling dilemma in experience-based decision making”, JEPLMC",3482,Yes,10491,617409,617113,17.42701065,buy,1000,TRUE,2014-10-21 14:08:48 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Yap et al., “On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses”, JEPLMC",3478,Yes,10483,617410,617114,6.109900259,buy,300,TRUE,2014-10-21 14:08:58 UTC
Replicator Market - Oct 14,213,121273,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Fiedler, “The ultimate sampling dilemma in experience-based decision making”, JEPLMC",3482,No,10492,617411,617115,20.90804891,buy,900,TRUE,2014-10-21 14:09:01 UTC
Replicator Market - Oct 14,213,121278,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Tamir et al., “Hedonic and instrumental motives in anger regulation”, Psychological Science",3484,Yes,10495,617412,617116,14.96136623,buy,1000,TRUE,2014-10-21 14:09:01 UTC
Replicator Market - Oct 14,213,122909,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Yap et al., “On the additive effects of stimulus quality and word frequency in lexical decision: Evidence for opposing interactive influences revealed by RT distributional analyses”, JEPLMC",3478,Yes,10483,617413,617117,53.15825605,buy,3000,TRUE,2014-10-21 14:09:07 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,No,10464,617414,617118,7.166160268,sell,200,TRUE,2014-10-21 14:09:25 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,617415,617119,14.7292021,buy,800,TRUE,2014-10-21 14:09:35 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 2, Nurmsoo and Bloom, “Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?”, Psychological Science",3469,No,10466,617416,617120,4.554427998,buy,200,TRUE,2014-10-21 14:09:46 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 21, Bassok et al., “Priming Addition Facts With Semantic Relations”, JEPLMC",3488,No,10504,617417,617121,11.25578802,buy,500,TRUE,2014-10-21 14:09:55 UTC
Replicator Market - Oct 14,213,121282,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Liefooghe et al., “Working memory costs of task switching”, JEPLMC",3485,Yes,10497,617418,617122,33.49140116,buy,2000,TRUE,2014-10-21 14:09:58 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,No,10470,617419,617123,14.8820098,sell,1000,TRUE,2014-10-21 14:10:15 UTC
Replicator Market - Oct 14,213,121282,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Farris et al., “Perceptual mechanisms that characterize gender differences in decoding women's sexual intent”, Psychological Science",3486,Yes,10499,617420,617124,48.44163336,buy,3000,TRUE,2014-10-21 14:10:19 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Lemay and Clark, “Walking on eggshells: How expressing relationship insecurities perpetuates them”, JPSP",3474,No,10476,617421,617125,6.366882639,buy,300,TRUE,2014-10-21 14:10:25 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Schmidt and Besner, “The Stroop effect: Why proportion congruent has nothing to do with congruency and everything to do with contingency”, JEPLMC",3480,Yes,10487,617422,617126,3.547997976,buy,200,TRUE,2014-10-21 14:10:43 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,No,10470,617423,617127,14.8820098,buy,1000,TRUE,2014-10-21 14:10:47 UTC
Replicator Market - Oct 14,213,121246,[omitted],[omitted],[omitted],[omitted],"Hypothesis 2, Nurmsoo and Bloom, “Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?”, Psychological Science",3469,No,10466,617424,617128,4.442075141,buy,199.9999999,TRUE,2014-10-21 14:10:59 UTC
Replicator Market - Oct 14,213,121282,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Stanovich and West, “On the relative independence of thinking biases and cognitive ability”, JPSP",3473,Yes,10473,617425,617129,13.30609215,buy,1000,TRUE,2014-10-21 14:11:24 UTC
Replicator Market - Oct 14,213,121282,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, McCrea, “Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation”, JPSP",3476,Yes,10479,617427,617131,26.35283228,buy,1500,TRUE,2014-10-21 14:11:55 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Förster et al., “The effect of global versus local processing styles on assimilation versus contrast in social judgment”, JPSP",3471,No,10470,617428,617132,0.014530817,sell,1,TRUE,2014-10-21 14:12:06 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Berry et al., “A single-system account of the relationship between priming, recognition, and fluency”, JEPLMC",3483,Yes,10493,617431,617135,3.727797688,sell,250,TRUE,2014-10-21 14:13:15 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,No,10464,617432,617136,3.727868068,sell,100,TRUE,2014-10-21 14:13:38 UTC
Replicator Market - Oct 14,213,122901,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, McCrea, “Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation”, JPSP",3476,No,10480,617435,617139,8.580330813,buy,351,TRUE,2014-10-21 14:13:56 UTC
Replicator Market - Oct 14,213,122914,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Lobue and DeLoache, “Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children”, Psychological Science",3468,Yes,10463,617439,617143,0.013597829,buy,1,TRUE,2014-10-21 14:14:27 UTC
Replicator Market - Oct 14,213,121278,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, Koo and Fishbach, “Dynamics of self-regulation: How (un)accomplished goal actions affect motivation”, JPSP",3479,No,10486,617451,617155,11.25578802,buy,500,TRUE,2014-10-21 14:16:16 UTC
