Market Name,Market ID,User ID,First Name,Last Name,Username,Email,Question Title,Question ID,Outcome Title,Outcome ID,Order ID,Order Quantity,Order Type,Order Cost,Placed Successfully,Date
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Henderson et al., “The effects of an implemental mind-set on attitude strength”, JPSP",193,No,610,4819,3.960783057,buy,200,TRUE,2012-11-09 10:14:21 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Estes et al., “Head Up, Foot Down“, Psychological Science",186,Yes,595,4820,9.761859768,buy,500,TRUE,2012-11-09 10:15:04 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Vohs and Schooler, “The value of believing in free will”, Psychological Science",196,No,616,4821,5.912615182,buy,300,TRUE,2012-11-09 10:15:29 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Rule and Ambady, “The face of success”, Psychological Science",179,Yes,581,4822,7.84613488,buy,400,TRUE,2012-11-09 10:16:55 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, Mirman and Magnuson, “Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors”, JEPLMC",185,No,594,4823,1.990098929,buy,100,TRUE,2012-11-09 10:18:04 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Nairne et al., “Adaptive Memory”, Psychological Science",187,No,598,4824,5.208208146,buy,300,TRUE,2012-11-09 10:19:49 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Masicampo and Baumeister, “Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis”, Psychological Science",191,No,606,4825,17.56866645,buy,1000,TRUE,2012-11-09 10:20:53 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4826,3.74684974,buy,200,TRUE,2012-11-09 10:21:12 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Turk-Browne et al., “Multidimensional visual statistical learning”, JEPLMC",194,Yes,611,4827,9.761859768,buy,500,TRUE,2012-11-09 10:22:06 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Morris and Still, “Now you see it, now you don't: Repetition blindness for nonwords”, JEPLMC",180,Yes,583,4828,19.09028289,buy,1000,TRUE,2012-11-09 10:22:18 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4829,26.27951798,buy,1500,TRUE,2012-11-09 10:22:51 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Henderson et al., “The effects of an implemental mind-set on attitude strength”, JPSP",193,No,610,4830,9.581109673,buy,500,TRUE,2012-11-09 10:23:41 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,No,624,4831,8.68140032,buy,500,TRUE,2012-11-09 10:24:21 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Shnabel, “A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation”, JPSP",181,No,586,4832,3.960783057,buy,200,TRUE,2012-11-09 10:26:49 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Janssen et al., “Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis”, JEPLMC",192,Yes,607,4833,5.692304158,buy,400,TRUE,2012-11-09 10:30:32 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Morris and Still, “Now you see it, now you don't: Repetition blindness for nonwords”, JEPLMC",180,Yes,583,4834,1.818734741,buy,100,TRUE,2012-11-09 10:31:00 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4835,3.296679673,buy,200,TRUE,2012-11-09 10:35:19 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4836,8.062878788,buy,500,TRUE,2012-11-09 10:38:15 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Janssen et al., “Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis”, JEPLMC",192,Yes,607,4837,6.98551528,buy,500,TRUE,2012-11-09 10:39:06 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 22, Bressan and Stranieri, “The best men are (not always) already taken”, Psychological Science",198,No,620,4838,18.59015974,buy,1000,TRUE,2012-11-09 10:40:38 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 2, Reynolds and Besner, “Contextual effects on reading aloud: Evidence for pathway control”, JEPLMC",178,Yes,579,4839,1.990098929,buy,100,TRUE,2012-11-09 10:44:13 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Pacton and Perruchet, “An attention-based associative account of adjacent and nonadjacent dependency learning”, JEPLMC",189,Yes,601,4840,9.761859768,buy,500,TRUE,2012-11-09 10:44:15 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Correll, “1/f noise and effort on implicit measures of bias”, JPSP",182,Yes,587,4841,1.990098929,buy,100,TRUE,2012-11-09 10:45:13 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Fischer et al., “Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.”, JPSP",183,No,590,4842,9.761859768,buy,500,TRUE,2012-11-09 10:45:02 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Fischer et al., “Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.”, JPSP",183,Yes,589,4843,4.159689717,buy,200,TRUE,2012-11-09 10:45:36 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 12, White, “Accounting for occurrences: A new view of the use of contingency information in causal judgment”, JEPLMC",188,Yes,599,4844,1.990098929,buy,100,TRUE,2012-11-09 10:46:12 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Pacton and Perruchet, “An attention-based associative account of adjacent and nonadjacent dependency learning”, JEPLMC",189,No,602,4845,2.091073894,buy,100,TRUE,2012-11-09 10:46:26 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Turk-Browne et al., “Multidimensional visual statistical learning”, JEPLMC",194,Yes,611,4846,1.898426905,buy,100,TRUE,2012-11-09 10:47:52 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 19, Vul et al., “Temporal selection is suppressed, delayed, and diffused during the attentional blink”, Psychological Science",195,Yes,613,4847,1.818734741,buy,100,TRUE,2012-11-09 10:48:01 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 21, Fischer et al., “Selective exposure and information quantity: How different information quantities moderate decision makers' preference for consistent and inconsistent information”, JPSP",197,No,618,4848,1.990098929,buy,100,TRUE,2012-11-09 10:48:50 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 23, Sahakyan et al., “Intentional forgetting is easier after two"" shots"" than one”, JEPLMC",199,Yes,621,4849,8.8805862,buy,500,TRUE,2012-11-09 10:49:45 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Janssen et al., “Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis”, JEPLMC",192,Yes,607,4850,6.852783487,buy,500,TRUE,2012-11-09 10:51:06 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,No,624,4851,16.49323253,buy,1000,TRUE,2012-11-09 10:51:18 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Janssen et al., “Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis”, JEPLMC",192,Yes,607,4852,6.731124801,buy,500,TRUE,2012-11-09 11:15:33 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 23, Sahakyan et al., “Intentional forgetting is easier after two"" shots"" than one”, JEPLMC",199,Yes,621,4853,8.556618522,buy,500,TRUE,2012-11-09 11:16:41 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,No,624,4854,7.873719934,buy,500,TRUE,2012-11-09 11:17:09 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4855,15.44761486,buy,1000,TRUE,2012-11-09 11:17:37 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Masicampo and Baumeister, “Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis”, Psychological Science",191,No,606,4856,8.324384726,buy,500,TRUE,2012-11-09 11:18:12 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,No,624,4857,7.658996255,buy,500,TRUE,2012-11-09 11:19:07 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Janssen et al., “Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis”, JEPLMC",192,Yes,607,4858,13.13574933,buy,1000,TRUE,2012-11-09 11:19:32 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Masicampo and Baumeister, “Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis”, Psychological Science",191,No,606,4859,15.89181829,buy,1000,TRUE,2012-11-09 11:20:53 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Fischer et al., “Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.”, JPSP",183,No,590,4860,9.761859768,sell,489.8527927,TRUE,2012-11-09 11:28:33 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 22, Bressan and Stranieri, “The best men are (not always) already taken”, Psychological Science",198,No,620,4861,8.74613698,buy,500,TRUE,2012-11-09 11:28:23 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Pacton and Perruchet, “An attention-based associative account of adjacent and nonadjacent dependency learning”, JEPLMC",189,Yes,601,4862,9.761859768,sell,494.8997415,TRUE,2012-11-09 11:28:28 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Masicampo and Baumeister, “Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis”, Psychological Science",191,No,606,4863,14.82364933,buy,984.7525343,TRUE,2012-11-09 11:28:55 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 11, Nairne et al., “Adaptive Memory”, Psychological Science",187,No,598,4864,16.60167015,buy,1000,TRUE,2012-11-09 11:29:01 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 23, Sahakyan et al., “Intentional forgetting is easier after two"" shots"" than one”, JEPLMC",199,Yes,621,4865,8.8805862,sell,518.580581,TRUE,2012-11-09 11:29:23 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Henderson et al., “The effects of an implemental mind-set on attitude strength”, JPSP",193,No,610,4866,9.581109673,sell,500,TRUE,2012-11-09 11:29:30 UTC
Replicator Market,14,2797,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Henderson et al., “The effects of an implemental mind-set on attitude strength”, JPSP",193,No,610,4867,9.581109673,buy,500,TRUE,2012-11-09 11:29:34 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,No,624,4868,15.02310008,buy,1018.580581,TRUE,2012-11-09 11:29:57 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Turk-Browne et al., “Multidimensional visual statistical learning”, JEPLMC",194,Yes,611,4869,9.761859768,sell,504.6281584,TRUE,2012-11-09 11:30:28 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4872,7.428890974,buy,500,TRUE,2012-11-09 11:30:58 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,No,624,4873,0.066656835,buy,4.62815844,TRUE,2012-11-09 11:31:46 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 22, Bressan and Stranieri, “The best men are (not always) already taken”, Psychological Science",198,No,620,4874,18.59015974,sell,1040.226529,TRUE,2012-11-09 11:34:01 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Janssen et al., “Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis”, JEPLMC",192,Yes,607,4875,13.83829877,sell,1052.589421,TRUE,2012-11-09 11:34:07 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Morris and Still, “Now you see it, now you don't: Repetition blindness for nonwords”, JEPLMC",180,Yes,583,4876,19.09028289,sell,1008.649794,TRUE,2012-11-09 11:34:13 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Masicampo and Baumeister, “Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis”, Psychological Science",191,No,606,4877,8.709347641,buy,601,TRUE,2012-11-09 11:34:36 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Masicampo and Baumeister, “Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis”, Psychological Science",191,No,606,4878,10.55940324,buy,750,TRUE,2012-11-09 11:34:50 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,No,624,4879,10.63048413,buy,750,TRUE,2012-11-09 11:35:26 UTC
Replicator Market,14,2796,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4880,14.35754019,buy,1000,TRUE,2012-11-09 11:35:39 UTC
Replicator Market,14,2798,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Rule and Ambady, “The face of success”, Psychological Science",179,No,582,4888,5.135496785,buy,250,TRUE,2012-11-09 11:54:24 UTC
Replicator Market,14,2798,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Rule and Ambady, “The face of success”, Psychological Science",179,No,582,4889,5.99146006,buy,300,TRUE,2012-11-09 11:57:58 UTC
Replicator Market,14,2798,[omitted],[omitted],[omitted],[omitted],"Hypothesis 15, Masicampo and Baumeister, “Toward a physiology of dual-process reasoning and judgment: Lemonade, willpower, and expensive rule-based analysis”, Psychological Science",191,No,606,4890,13.61537244,buy,1000,TRUE,2012-11-09 12:03:32 UTC
Replicator Market,14,2798,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,No,624,4891,20.36544359,buy,1500,TRUE,2012-11-09 12:09:42 UTC
Replicator Market,14,2798,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4892,17.15395316,buy,1250,TRUE,2012-11-09 12:14:43 UTC
Replicator Market,14,2799,[omitted],[omitted],[omitted],[omitted],"Hypothesis 7, Fischer et al., “Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.”, JPSP",183,Yes,589,4893,44.24259686,buy,2500,TRUE,2012-11-09 12:15:18 UTC
Replicator Market,14,2799,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4894,32.28270255,buy,2500,TRUE,2012-11-09 12:16:03 UTC
Replicator Market,14,2799,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Henderson et al., “The effects of an implemental mind-set on attitude strength”, JPSP",193,No,610,4895,34.6963333,buy,2000,TRUE,2012-11-09 12:16:49 UTC
Replicator Market,14,2798,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Rule and Ambady, “The face of success”, Psychological Science",179,No,582,4896,36.16243605,buy,2000,TRUE,2012-11-09 12:17:12 UTC
Replicator Market,14,2799,[omitted],[omitted],[omitted],[omitted],"Hypothesis 22, Bressan and Stranieri, “The best men are (not always) already taken”, Psychological Science",198,No,620,4897,17.89841574,buy,1000,TRUE,2012-11-09 12:17:25 UTC
Replicator Market,14,2799,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Vohs and Schooler, “The value of believing in free will”, Psychological Science",196,Yes,615,4898,19.61814784,buy,1000,TRUE,2012-11-09 12:17:51 UTC
Replicator Market,14,2799,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Rule and Ambady, “The face of success”, Psychological Science",179,Yes,581,4899,23.20608015,buy,1000,TRUE,2012-11-09 12:17:58 UTC
Replicator Market,14,2798,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Vohs and Schooler, “The value of believing in free will”, Psychological Science",196,No,616,4900,16.4504018,buy,800,TRUE,2012-11-09 12:23:54 UTC
Replicator Market,14,2794,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Rule and Ambady, “The face of success”, Psychological Science",179,Yes,581,4901,7.84613488,sell,352.9001413,TRUE,2012-11-09 12:31:02 UTC
Replicator Market,14,2798,[omitted],[omitted],[omitted],[omitted],"Hypothesis 22, Bressan and Stranieri, “The best men are (not always) already taken”, Psychological Science",198,No,620,4902,19.84935542,buy,1200,TRUE,2012-11-09 12:31:42 UTC
Replicator Market,14,2800,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,Yes,623,4903,19.07050177,buy,500,TRUE,2012-11-09 12:32:58 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 8, Alter and Oppenheimer, “Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)”, Psychological Science",184,No,592,4904,24.385148,buy,2000,TRUE,2012-11-09 12:33:15 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 4, Morris and Still, “Now you see it, now you don't: Repetition blindness for nonwords”, JEPLMC",180,Yes,583,4905,18.93355225,buy,1000,TRUE,2012-11-09 12:34:48 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 10, Estes et al., “Head Up, Foot Down“, Psychological Science",186,Yes,595,4906,18.27884399,buy,1000,TRUE,2012-11-09 12:35:43 UTC
Replicator Market,14,2800,[omitted],[omitted],[omitted],[omitted],"Hypothesis 3, Rule and Ambady, “The face of success”, Psychological Science",179,Yes,581,4907,21.42891002,buy,1000,TRUE,2012-11-09 12:35:54 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Vohs and Schooler, “The value of believing in free will”, Psychological Science",196,Yes,615,4908,5.006053066,buy,250,TRUE,2012-11-09 12:36:50 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 16, Janssen et al., “Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis”, JEPLMC",192,Yes,607,4909,6.630667292,buy,500,TRUE,2012-11-09 12:38:57 UTC
Replicator Market,14,2800,[omitted],[omitted],[omitted],[omitted],"Hypothesis 22, Bressan and Stranieri, “The best men are (not always) already taken”, Psychological Science",198,No,620,4910,30.19526858,buy,2000,TRUE,2012-11-09 12:39:12 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 22, Bressan and Stranieri, “The best men are (not always) already taken”, Psychological Science",198,No,620,4911,4.285563528,buy,300,TRUE,2012-11-09 12:40:01 UTC
Replicator Market,14,2800,[omitted],[omitted],[omitted],[omitted],"Hypothesis 20, Vohs and Schooler, “The value of believing in free will”, Psychological Science",196,No,616,4912,19.28880629,buy,1000,TRUE,2012-11-09 12:39:50 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 13, Pacton and Perruchet, “An attention-based associative account of adjacent and nonadjacent dependency learning”, JEPLMC",189,Yes,601,4913,13.67561475,buy,700,TRUE,2012-11-09 12:41:21 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 6, Correll, “1/f noise and effort on implicit measures of bias”, JPSP",182,Yes,587,4914,5.856035951,buy,300,TRUE,2012-11-09 12:41:50 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 9, Mirman and Magnuson, “Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors”, JEPLMC",185,Yes,593,4915,9.855287922,buy,500,TRUE,2012-11-09 12:43:42 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 18, Turk-Browne et al., “Multidimensional visual statistical learning”, JEPLMC",194,Yes,611,4916,15.27278725,buy,800,TRUE,2012-11-09 12:46:01 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 1, Richeson and Trawalter, “The threat of appearing prejudiced and race-based attentional biases”, Psychological Science",200,Yes,623,4917,3.515349551,buy,100,TRUE,2012-11-09 12:46:21 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 5, Shnabel, “A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation”, JPSP",181,Yes,585,4918,4.039201569,buy,200,TRUE,2012-11-09 12:46:54 UTC
Replicator Market,14,2801,[omitted],[omitted],[omitted],[omitted],"Hypothesis 17, Henderson et al., “The effects of an implemental mind-set on attitude strength”, JPSP",193,No,610,4919,4.012647973,buy,250,TRUE,2012-11-09 12:47:55 UTC
